tld,link,name,email,form,api,notes,found,as_of
.nab,http://www.nab.com.au,National Australia Bank Limited,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.ubank,https://www.ubank.com.au/,National Australia Bank Limited,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.nba,http://nic.nba,"NBA REGISTRY, LLC",ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.nec,http://nic.nec,NEC Corporation,nakagawa_18@brights.jp,,,,TRUE,2025-07-17
xn--mxtq1m,http://www.netc.tw,"Net-Chinese Co., Ltd.",,,,Unable to locate,FALSE,2025-07-17
.netflix,http://www.netflix.com,"Netflix, Inc.",nicadmin@netflix.com,,,,TRUE,2025-07-17
.neustar,http://www.nic.neustar/,"Neustar, Inc.",,https://domainabuse.registry.godaddy/,,,TRUE,2025-07-17
.next,http://nic.next,Next plc,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.nextdirect,http://nic.next,Next plc,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.nfl,http://www.nfl.com/,NFL REG OPS LLC,dotnfl-notices@markmonitor.com,,,,TRUE,2025-07-17
.nike,http://www.nic.nike,"NIKE, Inc.",,,,Unable to locate,FALSE,2025-07-17
.nikon,http://nic.nikon,NIKON CORPORATION,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.nissay,http://www.nissay.co.jp/english/,Nippon Life Insurance Company,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.ntt,https://group.ntt/,NIPPON TELEGRAPH AND TELEPHONE CORPORATION,,,,Unable to locate,FALSE,2025-07-17
.datsun,http://www.gmoregistry.com,"NISSAN MOTOR CO., LTD.(GMO Regisrty, Inc.)",yamaguchi.nissan@thomsonbrandy.jp,,,,TRUE,2025-07-17
.infiniti,http://www.gmoregistry.com,"NISSAN MOTOR CO., LTD.(GMO Registry, Inc.)",yamaguchi.nissan@thomsonbrandy.jp,,,,TRUE,2025-07-17
.nissan,http://www.gmoregistry.com/,"NISSAN MOTOR CO., LTD.(GMO Registry, Inc.)",yamaguchi.nissan@thomsonbrandy.jp,,,,TRUE,2025-07-17
.nokia,www.nic.nokia,Nokia Corporation,,,,Unable to locate,FALSE,2025-07-17
.wales,http://www.nominet.org.uk,Nominet UK,abuse@ourhomeonline.wales,,,,TRUE,2025-07-17
.cymru,http://www.nominet.org.uk,Nominet UK,abuse@ourhomeonline.wales,,,,TRUE,2025-07-17
.norton,http://www.nic.norton,NortonLifeLock Inc.,,,,Unable to locate,FALSE,2025-07-17
.link,https://nova.link/,Nova Registry Limited,abuse@nova.link,https://nova.link/contact-us/,,,TRUE,2025-07-17
.nra,https://contact.nra.org/contact-us.aspx,"NRA Holdings Company, INC.",abuse@identity.digital,https://www.identity.digital/policies/report-abuse,,,TRUE,2025-07-17
.goo,http://www.gmoregistry.com/en/,"NTT DOCOMO, INC.",abuse@gmoregistry.com,,,,TRUE,2025-07-17
.bom,http://www.nic.br,Núcleo de Informação e Coordenação do Ponto BR - NIC.br,,,,Unable to locate,FALSE,2025-07-17
.final,http://www.nic.br,Núcleo de Informação e Coordenação do Ponto BR - NIC.br,,,,Unable to locate,FALSE,2025-07-17
.yahoo,www.yahoo.com,Oath Inc.,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.obi,http://www.obi.de,OBI Group Holding SE & Co. KGaA,,,,Unable to locate,FALSE,2025-07-17
.one,https://get.one,One Registry,abuse@oneregistry.co,https://get.one/abuse/,,,TRUE,2025-07-17
.frogans,https://www.op3ft.org,OP3FT,amaury.grimbert@op3ft.org,,,,TRUE,2025-07-17
.java,http://www.oracle.com,Oracle Corporation,gtldservices@markmonitor.com,,,,TRUE,2025-07-17
.oracle,http://www.oracle.com,Oracle Corporation,gtldservices@markmonitor.com,,,,TRUE,2025-07-17
.orange,http://nic.orange,Orange,,,,Unable to locate,FALSE,2025-07-17
.locker,http://nic.locker,Orange Domains LLC,orangedomains-abuse@orangedomains.com,,,,TRUE,2025-07-17
.osaka,https://domain.osaka/,"Osaka Registry Co., Ltd.",,https://domain.osaka/en/contact/abuse/,,,TRUE,2025-07-17
.otsuka,http://www.gmoregistry.com,"Otsuka Holdings Co., Ltd. (GMO Registry, Inc.)",abuse@gmoregistry.com,,,,TRUE,2025-07-17
.panasonic,http://nic.panasonic,Panasonic Corporation,abuse@g.brandsecurity.gmo,,,,TRUE,2025-07-17
xn--fzys8d69uvgm,www.nic.xn--fzys8d69uvgm,PCCW,,,,Unable to locate,FALSE,2025-07-17
.hkt,www.nic.hkt,PCCW-HKT DataCom Services Limited,,,,Unable to locate,FALSE,2025-07-17
.pfizer,nic.pfizer,Pfizer Inc.,domainregistration@pfizer.com,,,,TRUE,2025-07-17
.physio,http://www.registry.physio,PhysBiz Pty Ltd,,https://domainabuse.registry.godaddy,,,TRUE,2025-07-17
.ping,http://www.pingregistryprovidercom/,"Ping Registry Provider, Inc.",abuse@pingregistryprovider.com,,,,TRUE,2025-07-17
.pioneer,nic.pioneer,Pioneer Corporation,registry@comlaude.com,,,,TRUE,2025-07-17
.build,www.about.build,Plan Bee LLC,abuse@bmail.build,,,Unable to locate,FALSE,2025-07-17
.pnc,http://www.pnc.com,"PNC Domain Co., LLC",ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.quebec,http://www.registre.quebec,"PointQuébec, Inc.",abuse@registre.quebec,,,,TRUE,2025-07-17
.politie,http://www.politie.nl,Politie Nederland,,,,Unable to locate,FALSE,2025-07-17
.catholic,http://www.nic.catholic,Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication),abuse.catholictldv@spc.va,,,,TRUE,2025-07-17
xn--80aqecdr1a,http://www.nic.catholic,Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication),abuse.catholictldv@spc.va,,,,TRUE,2025-07-17
xn--tiq49xqyj,http://www.nic.catholic,Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication),abuse.catholictldv@spc.va,,,,TRUE,2025-07-17
xn--mgbi4ecexp,http://www.nic.catholic,Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication),abuse.catholictldv@spc.va,,,,TRUE,2025-07-17
.praxi,www.praxi.com,Praxi S.p.A.,,,,Unable to locate,FALSE,2025-07-17
.racing,www.grs.domains,Premier Registry Limited,abuse@nic.racing,,,,TRUE,2025-07-17
.corsica,https://www.puntu.corsica/,Président du Conseil Exécutif,,,,Unable to locate,FALSE,2025-07-17
.pwc,http://nic.pwc,PricewaterhouseCoopers LLP,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.progressive,http://nic.progressive,Progressive Casualty Insurance Company,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.pru,http://www.prudential.com/,"Prudential Financial, Inc.",,,,Unable to locate,FALSE,2025-07-17
.prudential,http://www.prudential.com/,"Prudential Financial, Inc.",,,,Unable to locate,FALSE,2025-07-17
.charity,https://thenew.org/,Public Interest Registry,,https://pir.org/report-abuse/,"Yes, through CleanDNS",,TRUE,2025-07-17
.foundation,https://thenew.org/,Public Interest Registry,,https://pir.org/report-abuse/,"Yes, through CleanDNS",,TRUE,2025-07-17
.gives,https://thenew.org/,Public Interest Registry,,https://pir.org/report-abuse/,"Yes, through CleanDNS",,TRUE,2025-07-17
.giving,https://thenew.org/,Public Interest Registry,,https://pir.org/report-abuse/,"Yes, through CleanDNS",,TRUE,2025-07-17
.ngo,https://thenew.org/,Public Interest Registry,,https://pir.org/report-abuse/,"Yes, through CleanDNS",,TRUE,2025-07-17
.ong,https://thenew.org/,Public Interest Registry,,https://pir.org/report-abuse/,"Yes, through CleanDNS",,TRUE,2025-07-17
.org,https://thenew.org/,Public Interest Registry,,https://pir.org/report-abuse/,"Yes, through CleanDNS",,TRUE,2025-07-17
xn--c1avg,https://thenew.org/,Public Interest Registry,,https://pir.org/report-abuse/,"Yes, through CleanDNS",,TRUE,2025-07-17
xn--i1b6b1a6a2e,https://thenew.org/,Public Interest Registry,,https://pir.org/report-abuse/,"Yes, through CleanDNS",,TRUE,2025-07-17
xn--nqv7f,https://thenew.org/,Public Interest Registry,,https://pir.org/report-abuse/,"Yes, through CleanDNS",,TRUE,2025-07-17
xn--nqv7fs00ema,https://thenew.org/,Public Interest Registry,,https://pir.org/report-abuse/,"Yes, through CleanDNS",,TRUE,2025-07-17
.tirol,http://www.nic.tirol,punkt Tirol GmbH,abuse@nic.tirol,,,,TRUE,2025-07-17
.wien,http://www.nic.wien,punkt.wien GmbH,abuse@nic.wien,,,,TRUE,2025-07-17
.bar,http://www.nic.bar/,Punto 2012 S.A.P.I. de C.V.,punto2012@cleandns.email,https://www.punto2012.com/abuse,"Yes, through CleanDNS",,TRUE,2025-07-17
.rest,http://www.nic.rest,Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable (Punto 2012 S.A.P.I. de C.V.),punto2012@cleandns.email,https://www.punto2012.com/abuse,"Yes, through CleanDNS",,TRUE,2025-07-17
.eus,https://puntu.eus/,Puntueus Fundazioa,complaints@puntu.eus,,,,TRUE,2025-07-17
.calvinklein,http://www.pvh.com,PVH gTLD Holdings LLC,,,,Unable to locate,FALSE,2025-07-17
.fun,https://radix.website/,Radix Technologies Inc SEZC,abuse@radixregistry.com,https://abuse.radix.website/,,,TRUE,2025-07-17
.host,https://radix.website/,Radix Technologies Inc SEZC,abuse@radixregistry.com,https://abuse.radix.website/,,,TRUE,2025-07-17
.online,https://radix.website/,Radix Technologies Inc SEZC,abuse@radixregistry.com,https://abuse.radix.website/,,,TRUE,2025-07-17
.press,https://radix.website/,Radix Technologies Inc SEZC,abuse@radixregistry.com,https://abuse.radix.website/,,,TRUE,2025-07-17
.site,https://radix.website/,Radix Technologies Inc SEZC,abuse@radixregistry.com,https://abuse.radix.website/,,,TRUE,2025-07-17
.space,https://radix.website/,Radix Technologies Inc SEZC,abuse@radixregistry.com,https://abuse.radix.website/,,,TRUE,2025-07-17
.store,https://radix.website/,Radix Technologies Inc SEZC,abuse@radixregistry.com,https://abuse.radix.website/,,,TRUE,2025-07-17
.tech,https://radix.website/,Radix Technologies Inc SEZC,abuse@radixregistry.com,https://abuse.radix.website/,,,TRUE,2025-07-17
.uno,https://radix.website/,Radix Technologies Inc SEZC,abuse@radixregistry.com,https://abuse.radix.website/,,,TRUE,2025-07-17
.website,https://radix.website/,Radix Technologies Inc SEZC,abuse@radixregistry.com,https://abuse.radix.website/,,,TRUE,2025-07-17
.realtor,http://www.nic.realtor,Real Estate Domains LLC,abuse@red.realtor,,,,TRUE,2025-07-17
.redstone,http://www.iredstone.com/indexen.html,"Redstone Haute Couture Co., Ltd.",,,,Unable to locate,FALSE,2025-07-17
.alsace,http://www.alsacechampagneardennelorraine.eu/,Region Grand Est,,,,Unable to locate,FALSE,2025-07-17
.africa,www.registry.africa,Registry.Africa,,https://registry.africa/contact/,,,TRUE,2025-07-17
.jio,http://www.ril.com,Reliance Industries Limited,,,,,TRUE,2025-07-17
.reliance,http://www.ril.com,Reliance Industries Limited,abuse@afilias.info.,,,,TRUE,2025-07-17
.ril,http://www.ril.com,Reliance Industries Limited,abuse@afilias.info.,,,,TRUE,2025-07-17
.gop,www.join.gop,Republican State Leadership Committee (Top Level Registry Inc.),support@join.gop,,,,TRUE,2025-07-17
.sas,www.nic.sas,Research IP LLC,gtldinfo@sas.com,,,,TRUE,2025-07-17
.genting,http://www.genting.com,Resorts World Inc Pte. Ltd.,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.ricoh,http://nic.ricoh/,"Ricoh Company, Ltd.",nakagawa_11@brights.jp,,,,TRUE,2025-07-17
xn--9et52u,http://www.nic.xn--9et52u,RISE VICTORY LIMITED,,,,Unable to locate,FALSE,2025-07-17
.bosch,http://nic.bosch,Robert Bosch Platz 1,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.rexroth,http://nic.rexroth,Robert Bosch Platz 1,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.fido,http://nic.fido,Rogers Communications Canada Inc.,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.rogers,http://nic.rogers,Rogers Communications Canada Inc.,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
xn--p1acf,rusnames.ru,Rusnames Limited,abuse@regtime.net,,,,TRUE,2025-07-17
.rwe,http://nic.rwe,RWE AG,ngtld-abuse@csscinfo.com,,,,TRUE,2025-07-17
.safety,nic.safety,"Safety Registry Services, LLC.",registry@comlaude.com,,,,TRUE,2025-07-17
.weber,http://nic.weber,Saint-Gobain Weber SA,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.sakura,https://www.sakura.ad.jp/,SAKURA internet Inc.,gtld-compliance@sakura.ad.jp,,,,TRUE,2025-07-17
.samsung,http://www.samsungregistry.com/,"SAMSUNG SDS CO., LTD",abuse@samsungregistry.com,,,,TRUE,2025-07-17
xn--cg4bki,http://www.samsungregistry.com/,"SAMSUNG SDS CO., LTD (KISA)",abuse@samsungregistry.com,,,,TRUE,2025-07-17
.sandvik,http://www.nic.sandvik,Sandvik AB,sandvik@gtld.com,,,,TRUE,2025-07-17
.sandvikcoromant,http://www.nic.sandvikcoromant,Sandvik AB,,,,Unable to locate,FALSE,2025-07-17
.walter,http://www.nic.walter,Sandvik AB,,,,Unable to locate,FALSE,2025-07-17
.sanofi,http://www.sanofi.com/,Sanofi,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.sap,http://www.sap.com,SAP AG,,,,Unable to locate,FALSE,2025-07-17
.stc,http://www.stc.com.sa,Saudi Telecom Company,stc.abuse@centralnic.com,,,,TRUE,2025-07-17
.stcgroup,http://www.stc.com.sa,Saudi Telecom Company,stcgroup.abuse@centralnic.com,,,,TRUE,2025-07-17
.viva,http://www.stc.com.sa,Saudi Telecom Company,viva.abuse@centralnic.com,,,,TRUE,2025-07-17
.saxo,http://www.nic.saxo,Saxo Bank A/S,ngtld-saxo@cscglobal.com,,,,TRUE,2025-07-17
.schaeffler,http://www.schaeffler.com,Schaeffler Technologies AG & Co. KG,abuse@nic.schaeffler,,,,TRUE,2025-07-17
.cuisinella,nic.cuisinella,SCHMIDT GROUPE,abuse-contact-cuisinella@salm.fr,,,,TRUE,2025-07-17
.schmidt,nic.schmidt,SCHMIDT GROUPE,abuse-contact-schmidt@salm.fr,,,,TRUE,2025-07-17
.scholarships,http://nic.scholarships,"Scholarships.com, LLC",,,,,TRUE,2025-07-17
.schwarz,nic.schwarz,Schwarz Domains und Services GmbH & Co. KG,gtld@sbg.de,,,,TRUE,2025-07-17
.lidl,nic.lidl,Schwarz Domains und Services GmbH & Co. KG,gtld@sbg.de,,,,TRUE,2025-07-17
.seat,https://www.seat.com/content/com/com/en/ contact/abuse.html,"SEAT, S.A. (Sociedad Unipersonal)",,,,Unable to locate,FALSE,2025-07-17
.seek,http://www.seek.com.au,Seek Limited,,,,Unable to locate,FALSE,2025-07-17
.epson,http://nic.epson,Seiko Epson Corporation,nakagawa_12@brights.jp,,,,TRUE,2025-07-17
.sener,http://nic.sener,Sener,,,,Unable to locate,FALSE,2025-07-17
.seven,http://nic.seven,Seven West Media Ltd,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.sew,http://www.sew-eurodrive.com/,SEW-EURODRIVE GmbH & Co KG,domains@sew-eurodrive.de,,,,TRUE,2025-07-17
.shangrila,http://www.shangri-la.com,ShangriâLa International Hotel Management Limited,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
xn--5su34j936bgsg,http://www.shangri-la.com,ShangriâLa International Hotel Management Limited,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.sharp,http://nic.sharp,Sharp Corporation,abuse@gmoregistry.com,,,,TRUE,2025-07-17
.shell,http://nic.shell,Shell Information Technology International Inc,registry@comlaude.com,,,,TRUE,2025-07-17
.cfd,http://www.nic.cfd,ShortDot SA,,https://shortdot.bond/report-abuse/,,,TRUE,2025-07-17
.bond,https://www.nic.bond,ShortDot SA,,https://shortdot.bond/report-abuse/,,,TRUE,2025-07-17
.cyou,https://www.nic.cyou,ShortDot SA,,https://shortdot.bond/report-abuse/,,,TRUE,2025-07-17
.icu,https://www.nic.icu,ShortDot SA,,https://shortdot.bond/report-abuse/,,,TRUE,2025-07-17
.sbs,https://www.nic.sbs,ShortDot SA,,https://shortdot.bond/report-abuse/,,,TRUE,2025-07-17
.sina,http://www.sina.com.cn,Sina Corporation,,,,Unable to locate,FALSE,2025-07-17
.weibo,http://www.sina.com.cn,Sina Corporation,,,,Unable to locate,FALSE,2025-07-17
xn--9krt00a,http://www.sina.com.cn,Sina Corporation,,,,Unable to locate,FALSE,2025-07-17
.aero,https://www.information.aero,SITA Information Networking Computing USA,,,,Unable to locate,FALSE,2025-07-17
.sky,http://nic.sky,Sky UK Limited,,,,Unable to locate,FALSE,2025-07-17
.smart,http://www.smart.com.ph,"Smart Communications, Inc. (SMART)",,,,Unable to locate,FALSE,2025-07-17
.sncf,www.nic.sncf,SNCF,,,,Unable to locate,FALSE,2025-07-17
.sfr,http://www.numericable-sfr.com,Societe Francaise du Radiotelephone – SFR,,,,Unable to locate,FALSE,2025-07-17
.softbank,http://www.softbank.co.jp/,SoftBank Group Corp.,nakagawa_01@brights.jp,,,,TRUE,2025-07-17
.sohu,http://www.nic.sohu/,Sohu.com Limited,,,,Unable to locate,FALSE,2025-07-17
.playstation,http://www.scei.co.jp,Sony Computer Entertainment Inc.,nakagawa_10@brights.jp,,,,TRUE,2025-07-17
.sony,http://nic.sony,Sony Corporation,nakagawa_09@brights.jp,,,,TRUE,2025-07-17
.sport,https://gaisf.org,SportAccord,,,,Unable to locate,FALSE,2025-07-17
xn--rhqv96g,http://www.stabletone.com,Stable Tone Limited,,,,Unable to locate,FALSE,2025-07-17
xn--nyqy26a,http://www.stabletone.com,Stable Tone Limited,,,,Unable to locate,FALSE,2025-07-17
.stada,http://www.stada.com,STADA Arzneimittel AG,abuse@opportunity.de,,,,TRUE,2025-07-17
.staples,www.nic.staples,"Staples, Inc.",RegistryAbuse@Staples.com,,,,TRUE,2025-07-17
.star,http://www.startv.com/,Star India Private Limited,,,,,TRUE,2025-07-17
.sbi,http://www.sbi.co.in,STATE BANK OF INDIA,abuse@afilias.info,,,,TRUE,2025-07-17
.statebank,http://www.sbi.co.in,STATE BANK OF INDIA,abuse@afilias.info.,,,,TRUE,2025-07-17
.statefarm,http://www.statefarm.com,State Farm Mutual Automobile Insurance Company,dotstatefarm-notices@markmonitor.com,,,,TRUE,2025-07-17
.sydney,https://iconic.sydney/,"State of New South Wales, Department of Premier and Cabinet",,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.stockholm,http://nic.stockholm/,Stockholms kommun,abuse@nic.stockholm,,,,TRUE,2025-07-17
.suzuki,http://www.gmoregistry.com,"SUZUKI MOTOR CORPORATION (GMO Registry, Inc.)",abuse@gmoregistry.com,,,,TRUE,2025-07-17
.swiss,http://www.uvek.admin.ch/index.html?lang=en,Swiss Confederation,domainnames@bakom.admin.ch,,,,TRUE,2025-07-17
.tvs,http://www.tvs.in,T V SUNDRAM IYENGAR & SONS LIMITED,abuse@afilias.info.,,,,TRUE,2025-07-17
.tab,http://nic.tab,Tabcorp Holdings Limited,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.taipei,http://hi.taipei/,Taipei City Government,,,,,TRUE,2025-07-17
.target,target.com,"Target Domain Holdings, LLC",nic.target.admin@target.com,,,,TRUE,2025-07-17
.tatamotors,http://nic.tatamotors,Tata Motors Ltd,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.tdk,http://nic.tdk,TDK Corporation,tld-abuse@nic.tdk,,,,TRUE,2025-07-17
.tiaa,http://nic.tiaa,Teachers Insurance and Annuity Association of America,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.vivo,www.vivo.com.br,Telefonica Brasil S.A.,,,,,TRUE,2025-07-17
.tel,http://www.telnic.org,Telnic Limited,abuse@do.tel,,,,TRUE,2025-07-17
.temasek,http://www.temasek.com.sg,Temasek Holdings (Private) Limited,Ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
xn--b4w605ferd,http://www.temasek.com.sg,Temasek Holdings (Private) Limited,Ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.teva,www.nic.teva,Teva Pharmaceutical Industries Limited,registry@comlaude.com,,,,TRUE,2025-07-17
.bcg,http://nic.bcg,"The Boston Consulting Group, Inc.",ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.mls,http://www.crea.ca,The Canadian Real Estate Association,sparham@crea.ca,,,,TRUE,2025-07-17
.cbn,http://www.cbn.com,"The Christian Broadcasting Network, Inc.",,,,Unable to locate,FALSE,2025-07-17
.nyc,http://www.nyc.gov/doitt,The City of New York by and through the New York City Department of Information Technology & Telecommunications,,,,Unable to locate,FALSE,2025-07-17
.melbourne,https://www.live.melbourne/,"The Crown in right of the State of Victoria, represented by its Department of State Development, Business and Innovation",,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.clinique,http://elcompanies.com,The Estée Lauder Companies Inc.,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.lamer,http://elcompanies.com,The Estée Lauder Companies Inc.,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.origins,http://elcompanies.com,The Estée Lauder Companies Inc.,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
xn--d1acj3b,http://www.dotdeti.ru/,"The Foundation for Network Initiatives ""The Smart Internet""",,,,Unable to locate,FALSE,2025-07-17
.athleta,http://www.nic.athleta,"The Gap, Inc.",gapregistries@fairwindspartners.com,,,,TRUE,2025-07-17
.gap,http://www.nic.gap,"The Gap, Inc.",gapregistries@fairwindspartners.com,,,,TRUE,2025-07-17
.dunlop,http://nic.dunlop,The Goodyear Tire & Rubber Company,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.goodyear,http://nic.goodyear,The Goodyear Tire & Rubber Company,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.scb,https://www.scb.co.th/th/personal-banking/top-level-domain.html,The Siam Commercial Bank Public Company Limited,noc@scb.thains.co.th,,,,TRUE,2025-07-17
.omega,http://www.swatchgroup.com/,The Swatch Group Ltd,abuse-omegagtld@swatchgroup.com,,,,TRUE,2025-07-17
.swatch,http://www.swatchgroup.com/,The Swatch Group Ltd,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.homegoods,http://www.tjx.com,"The TJX Companies, Inc.",tjxregistries@fairwindspartners.com,,,,TRUE,2025-07-17
.homesense,http://www.tjx.com,"The TJX Companies, Inc.",tjxregistries@fairwindspartners.com,,,,TRUE,2025-07-17
.marshalls,http://www.tjx.com,"The TJX Companies, Inc.",tjxregistries@fairwindspartners.com,,,,TRUE,2025-07-17
.tjx,http://www.tjx.com,"The TJX Companies, Inc.",tjxregistries@fairwindspartners.com,,,,TRUE,2025-07-17
.tkmaxx,http://www.tjx.com,"The TJX Companies, Inc.",tjxregistries@fairwindspartners.com,,,,TRUE,2025-07-17
.winners,http://www.tjx.com,"The TJX Companies, Inc.",tjxregistries@fairwindspartners.com,,,,TRUE,2025-07-17
.tjmaxx,http://www.tjx.com,"The TJX Companies, Inc.",tjxregistries@fairwindspartners.com,,,,TRUE,2025-07-17
.vanguard,http://nic.vanguard,"The Vanguard Group, Inc.",ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
xn--fiq228c5hs,http://www.internetregistry.info,TLD Registry Limited OY,,,,Unable to locate,FALSE,2025-07-17
.versicherung,http://www.nic.versicherung,tldbox GmbH,abuse@nic.versicherung,,,,TRUE,2025-07-17
.pid,http://www.toplevelspectrum.com,"Top Level Spectrum, Inc.",,https://internetnaming.co/abuse,,,TRUE,2025-07-17
.feedback,www.nic.feedback,"Top Level Spectrum, Inc.",,https://internetnaming.co/abuse,"Yes, through CleanDNS",,TRUE,2025-07-17
.toray,http://nic.toray,"Toray Industries, Inc.",nakagawa_03@brights.jp,,,,TRUE,2025-07-17
.toshiba,http://www.gmoregistry.com,"TOSHIBA Corporation (GMO Registry, Inc.)",abuse@gmoregistry.com,,,,TRUE,2025-07-17
.total,http://www.total.com,TotalEnergies SE,abuse-tldtotal@nameshield.net,,,,TRUE,2025-07-17
.lexus,http://nic.lexus,TOYOTA MOTOR CORPORATION,nakagawa_19@brights.jp,,,,TRUE,2025-07-17
.toyota,http://nic.toyota,TOYOTA MOTOR CORPORATION,nakagawa_19@brights.jp,,,,TRUE,2025-07-17
.redumbrella,nic.redumbrella,"Travelers TLD, LLC",ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.travelers,nic.travelers,"Travelers TLD, LLC",ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.travelersinsurance,nic.travelersinsurance,"Travelers TLD, LLC",ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.trv,nic.trv,"Travelers TLD, LLC",ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.tui,http://www.tuiregistry.com,TUI AG,tui@thomsentrampedach.com,,,,TRUE,2025-07-17
xn--6qq986b3xl,www.nic.xn--6qq986b3xl,Tycoon Treasure Limited,,,,Unable to locate,FALSE,2025-07-17
.uol,http://www.uol.com.br,UBN INTERNET LTDA. (UOL),security@uol.com.br,,,,TRUE,2025-07-17
.ubs,http://www.ubs.com,UBS AG,,,,Unable to locate,FALSE,2025-07-17
.art,dotart.domains,UK Creative Ideas Limited,art.abuse@centralnic.com,https://www.nic.art/abuse-report,,,TRUE,2025-07-17
.post,www.info.post,Universal Postal Union,,,,Unable to locate,FALSE,2025-07-17
.ups,http://nic.ups,"UPS Market Driver, Inc.",ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.voting,http://www.nic.voting,Valuetainment Corp.,legal@nic.voting,,,,TRUE,2025-07-17
xn--c2br7g,http://www.verisigninc.com,VeriSign Sarl,,https://verisign.my.site.com/DNSAbuse/,,,TRUE,2025-07-17
xn--fhbei,http://www.verisigninc.com,VeriSign Sarl,,https://verisign.my.site.com/DNSAbuse/,,,TRUE,2025-07-17
xn--11b4c3d,http://www.verisigninc.com,VeriSign Sarl,,https://verisign.my.site.com/DNSAbuse/,,,TRUE,2025-07-17
xn--3pxu8k,http://www.verisigninc.com,VeriSign Sarl,,https://verisign.my.site.com/DNSAbuse/,,,TRUE,2025-07-17
xn--42c2d9a,http://www.verisigninc.com,VeriSign Sarl,,https://verisign.my.site.com/DNSAbuse/,,,TRUE,2025-07-17
xn--9dbq2a,http://www.verisigninc.com,VeriSign Sarl,,https://verisign.my.site.com/DNSAbuse/,,,TRUE,2025-07-17
xn--j1aef,http://www.verisigninc.com,VeriSign Sarl,,https://verisign.my.site.com/DNSAbuse/,,,TRUE,2025-07-17
xn--mk1bu44c,http://www.verisigninc.com,VeriSign Sarl,,https://verisign.my.site.com/DNSAbuse/,,,TRUE,2025-07-17
xn--pssy2u,http://www.verisigninc.com,VeriSign Sarl,,https://verisign.my.site.com/DNSAbuse/,,,TRUE,2025-07-17
xn--t60b56a,http://www.verisigninc.com,VeriSign Sarl,,https://verisign.my.site.com/DNSAbuse/,,,TRUE,2025-07-17
xn--tckwe,http://www.verisigninc.com,VeriSign Sarl,,https://verisign.my.site.com/DNSAbuse/,,,TRUE,2025-07-17
.com,http://www.verisign.com,"VeriSign, Inc.",,https://verisign.my.site.com/DNSAbuse/,,,TRUE,2025-07-17
.comsec,http://www.verisign.com,"VeriSign, Inc.",,https://verisign.my.site.com/DNSAbuse/,,,TRUE,2025-07-17
